Fecha,Delegación,Clave INEGI AGEE,Código Penal Federal (CPF)_Delitos contra la salud_ Producción,Código Penal Federal (CPF)_Delitos contra la salud_Transporte,Código Penal Federal (CPF)_Delitos contra la salud_Tráfico,Código Penal Federal (CPF)_Delitos contra la salud_Comercio,Código Penal Federal (CPF)_Delitos contra la salud_Suministro,Código Penal Federal (CPF)_Delitos contra la salud_Posesión,Código Penal Federal (CPF)_Delitos contra la salud_Otros,Código Penal Federal (CPF)_Cometidos por Servidores Públicos,Código Penal Federal (CPF)_Contra el Ambiente y la Gestión Ambiental,Código Penal Federal (CPF)_Contra la integridad corporal,Código Penal Federal (CPF)_Electorales,Código Penal Federal (CPF)_En Materia de Derechos de Autor,"Código Penal Federal (CPF)_Falsedad, Título Décimo Tercero",Código Penal Federal (CPF)_Patrimoniales,Código Penal Federal (CPF)_Vías de Comunicación y Correspondencia,Código Penal Federal (CPF)_Otros Delitos del CPF,Código Fiscal de la Federación (CFF),Ley de la Propiedad Industrial (LPI),Ley de Vías Generales de Comunicación (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migración (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Crédito, Inversión, Fianzas y Seguros",Otras Leyes Especiales
2015-10,TABASCO,27,0,0,0,0,0,0,0,2,1,0,1,1,2,29,0,22,1,1,0,0,6,8,5,1,0,2,0,2
2015-10,TAMAULIPAS,28,0,2,0,3,0,60,0,43,2,20,1,2,5,114,2,51,11,2,0,1,85,14,0,0,1,11,0,48
2015-10,TLAXCALA,29,0,0,0,0,0,0,3,9,3,1,0,0,2,23,0,11,0,0,2,0,11,1,1,1,0,1,0,8
2015-10,VERACRUZ,30,0,2,0,0,0,1,2,16,3,0,7,6,6,107,17,45,10,2,34,1,28,13,9,2,0,3,2,28
2015-10,YUCATÁN,31,0,0,0,0,0,1,1,6,18,1,1,0,1,9,0,6,0,2,8,0,5,1,2,0,0,0,2,6
2015-10,ZACATECAS,32,0,4,0,0,0,2,0,3,1,0,0,3,1,5,0,14,3,1,1,0,14,0,1,0,0,0,0,3
2015-10,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2015-11,AGUASCALIENTES,1,0,1,0,0,0,7,4,1,1,0,0,1,2,6,0,2,5,0,1,0,9,0,1,0,1,2,13,23
2015-11,BAJA CALIFORNIA,2,2,5,2,8,0,54,3,4,6,0,0,1,16,95,0,23,13,2,0,0,93,4,62,0,0,1,3,93
2015-11,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,2,2,6,0,0,0,2,8,0,11,2,4,0,0,3,0,11,0,0,0,0,1
2015-11,CAMPECHE,4,2,1,0,1,0,2,0,1,6,1,0,0,1,14,0,11,4,0,2,0,4,2,0,0,0,1,0,6
2015-11,COAHUILA,5,3,2,0,0,1,2,0,7,1,0,0,3,5,15,0,32,11,1,0,0,27,7,6,1,0,1,0,45
2015-11,COLIMA,6,0,1,0,0,1,0,1,19,4,0,0,1,1,19,0,8,2,8,5,0,6,0,0,1,0,1,0,6
2015-11,CHIAPAS,7,3,3,0,3,0,3,2,2,5,0,1,6,24,22,1,26,8,2,13,0,25,15,3,2,0,0,1,27
2015-11,CHIHUAHUA,8,0,0,0,0,1,22,2,40,2,0,3,0,40,25,1,22,66,4,1,1,55,1,5,3,0,0,9,20
2015-11,DISTRITO FEDERAL,9,2,3,0,2,1,13,12,56,2,6,11,13,136,332,3,139,84,33,3,0,67,1,15,7,0,9,278,86
2015-11,DURANGO,10,5,0,0,1,0,5,2,9,4,1,2,0,5,4,1,18,2,0,0,0,23,0,0,0,0,1,0,3
2015-11,GUANAJUATO,11,1,2,0,2,2,4,0,3,2,0,1,0,11,101,0,9,8,12,4,0,79,0,1,0,0,0,4,8
2015-11,GUERRERO,12,0,1,0,3,0,4,17,7,2,1,3,0,1,16,3,13,1,0,0,0,62,0,0,0,1,14,0,4
2015-11,HIDALGO,13,0,0,0,3,0,0,0,2,1,1,6,1,5,74,0,11,2,4,2,0,14,0,1,0,0,3,0,4
2015-11,JALISCO,14,1,5,0,2,0,52,20,24,4,3,3,1,21,100,2,14,17,24,0,4,98,0,2,1,0,4,8,18
2015-11,MÉXICO,15,3,0,0,4,2,7,3,10,5,0,7,3,5,154,1,24,6,16,4,1,86,8,3,3,0,7,6,53
2015-11,MICHOACÁN,16,0,1,0,8,0,26,17,17,13,0,3,4,1,47,1,20,8,3,0,2,55,0,5,2,0,0,0,12
2015-11,MORELOS,17,1,0,0,0,0,1,0,4,1,0,1,0,2,20,3,17,6,1,5,0,29,0,0,4,0,1,0,21
2015-11,NAYARIT,18,1,1,0,0,0,1,3,2,0,1,0,0,2,8,0,3,3,0,1,0,4,1,0,1,0,0,2,6
2015-11,NUEVO LEÓN,19,1,6,0,0,0,4,0,42,0,2,0,2,8,33,0,6,20,28,0,0,26,6,5,2,0,2,7,12
2015-11,OAXACA,20,0,7,0,0,0,2,2,10,7,2,1,0,3,91,4,19,12,1,28,1,49,7,5,1,0,0,1,9
2015-11,PUEBLA,21,2,0,0,1,0,0,1,1,4,0,4,1,6,145,0,13,14,3,12,0,33,1,1,1,0,0,9,17
2015-11,QUERÉTARO,22,0,0,0,8,0,3,0,2,2,0,2,2,6,34,0,12,4,8,0,0,18,0,6,0,0,0,50,2
2015-11,QUINTANA ROO,23,1,2,0,1,0,0,7,3,27,0,15,2,0,16,1,13,10,3,3,3,7,0,0,4,0,0,3,7
2015-11,SAN LUIS POTOSÍ,24,2,8,0,0,0,0,0,2,7,0,2,13,4,25,0,4,1,1,0,0,17,1,1,0,0,0,0,8
2015-11,SINALOA,25,12,11,1,5,0,43,12,21,4,3,0,0,2,47,1,12,5,0,1,0,75,1,11,1,0,3,0,29
2015-11,SONORA,26,12,10,0,0,0,73,33,9,4,0,1,0,4,39,2,27,33,3,0,0,67,5,22,4,0,0,2,25
2015-11,TABASCO,27,1,2,0,0,0,2,0,3,3,0,3,3,1,12,0,28,3,0,0,0,11,2,4,0,0,1,0,14
2015-11,TAMAULIPAS,28,0,0,0,0,0,43,1,30,3,13,2,0,2,87,0,49,17,0,0,0,113,13,0,0,0,12,0,44
2015-11,TLAXCALA,29,1,0,0,1,0,1,1,3,6,1,1,0,2,22,0,10,1,0,1,0,8,0,0,1,0,1,0,4
2015-11,VERACRUZ,30,1,1,0,0,1,0,2,25,4,0,31,4,9,114,13,63,12,0,26,0,37,13,6,3,0,6,1,27
2015-11,YUCATÁN,31,0,2,0,2,0,3,0,5,10,0,3,1,4,14,0,5,2,1,1,0,3,1,3,0,0,0,0,9
2015-11,ZACATECAS,32,3,3,0,0,0,2,0,2,0,0,0,3,2,25,1,21,2,0,1,0,12,0,0,0,0,1,0,3
2015-11,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2015-12,AGUASCALIENTES,1,0,0,0,0,0,6,1,0,0,0,1,1,6,4,0,4,4,0,0,0,9,0,0,0,0,2,0,12
2015-12,BAJA CALIFORNIA,2,0,7,2,37,1,58,2,2,11,3,0,0,13,55,2,14,8,5,0,0,92,7,67,1,0,0,2,41
2015-12,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,0,4,2,0,6,0,1,6,0,7,6,3,0,0,12,0,5,0,1,1,0,3
2015-12,CAMPECHE,4,0,0,0,0,0,0,1,2,8,1,1,0,1,13,0,14,8,0,3,1,9,0,0,0,0,0,0,14
2015-12,COAHUILA,5,1,0,0,0,0,1,0,5,0,0,0,1,2,16,0,13,2,0,0,0,12,2,0,0,0,0,0,32
2015-12,COLIMA,6,0,0,0,0,0,1,4,21,2,1,2,1,2,18,0,14,4,4,2,0,11,0,2,1,1,1,0,7
2015-12,CHIAPAS,7,3,2,0,0,0,0,4,7,2,1,2,7,10,13,4,14,4,3,10,0,23,6,5,0,0,0,1,7
2015-12,CHIHUAHUA,8,0,1,1,0,0,27,0,7,1,2,1,1,10,23,1,4,23,2,0,0,59,2,2,1,1,6,10,9
2015-12,DISTRITO FEDERAL,9,1,1,0,0,0,22,7,60,3,2,4,2,134,230,5,126,53,56,1,2,82,1,3,3,0,12,380,77
2015-12,DURANGO,10,1,0,0,0,0,3,0,10,3,1,1,0,0,5,0,3,4,0,4,0,24,1,0,1,0,1,1,4
2015-12,GUANAJUATO,11,1,2,0,0,1,12,2,4,0,0,2,2,10,114,1,24,6,5,4,0,76,1,0,0,0,0,3,10
2015-12,GUERRERO,12,0,2,0,4,0,4,18,9,1,1,2,0,4,21,3,10,8,1,0,0,56,0,1,0,0,16,2,7
2015-12,HIDALGO,13,0,0,0,0,0,1,0,1,7,0,0,2,4,75,0,15,5,1,2,0,22,0,0,0,0,1,1,4
2015-12,JALISCO,14,1,0,0,1,0,48,5,4,6,3,2,0,21,75,2,26,12,33,0,2,96,0,4,2,0,5,7,17
2015-12,MÉXICO,15,2,0,0,0,0,4,3,5,5,0,2,2,4,130,1,26,23,21,4,1,60,0,2,2,0,5,6,39
2015-12,MICHOACÁN,16,1,1,0,7,0,12,14,22,10,1,3,2,3,56,2,18,6,2,2,0,72,0,2,0,0,1,0,12
2015-12,MORELOS,17,0,1,0,0,0,0,0,4,2,0,0,1,0,20,0,11,1,1,1,1,31,0,0,1,0,3,0,12
2015-12,NAYARIT,18,1,1,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,2,0,9
2015-12,NUEVO LEÓN,19,0,0,0,7,0,0,0,35,0,0,1,1,1,38,1,6,10,28,0,1,30,6,6,0,0,3,13,8
2015-12,OAXACA,20,0,1,0,1,0,0,3,6,2,2,1,0,3,15,0,25,6,0,7,0,51,1,1,0,0,0,1,0
2015-12,PUEBLA,21,2,0,0,0,0,0,0,3,2,0,2,2,3,118,1,5,16,1,4,0,28,0,2,1,0,2,1,15
2015-12,QUERÉTARO,22,2,0,1,9,0,4,0,1,3,0,3,6,2,24,0,7,2,6,0,0,28,0,1,0,0,0,34,7
2015-12,QUINTANA ROO,23,0,2,0,0,0,0,2,3,39,0,6,0,7,33,0,17,18,5,1,0,9,0,0,1,0,0,2,9
2015-12,SAN LUIS POTOSÍ,24,0,1,0,0,0,0,0,1,3,2,6,0,1,13,3,3,5,1,1,0,25,3,1,0,0,0,0,11
2015-12,SINALOA,25,2,2,0,0,0,29,1,1,2,1,0,0,1,19,0,6,3,0,0,0,45,0,0,0,0,4,2,13
2015-12,SONORA,26,7,5,0,2,0,54,16,7,0,0,0,0,6,36,0,35,53,1,1,1,64,7,22,5,0,0,2,11
2015-12,TABASCO,27,0,0,0,0,0,2,0,3,1,0,0,0,2,16,1,23,2,0,1,0,11,3,2,0,0,4,0,16
2015-12,TAMAULIPAS,28,0,1,0,0,0,36,0,31,6,4,0,4,7,192,1,29,41,0,0,0,121,8,0,0,0,2,0,25
2015-12,TLAXCALA,29,1,0,0,0,0,0,2,0,2,0,0,1,2,31,1,3,1,1,5,0,11,0,0,0,0,0,0,4
2015-12,VERACRUZ,30,0,0,0,0,0,1,1,8,0,0,16,0,8,114,4,24,8,2,9,0,24,7,5,0,0,2,0,22
2015-12,YUCATÁN,31,0,4,0,1,0,1,0,9,3,0,1,1,2,7,0,2,2,1,2,0,2,0,0,0,0,0,0,10
2015-12,ZACATECAS,32,0,0,0,0,0,1,0,2,0,0,0,1,2,15,10,3,4,0,2,0,20,2,0,0,0,1,0,4
2015-12,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
2016-01,AGUASCALIENTES,1,0,0,0,0,0,10,4,4,0,0,0,1,2,10,0,1,5,1,0,0,11,1,1,0,0,0,6,23
2016-01,BAJA CALIFORNIA,2,2,1,0,11,0,46,4,11,3,1,1,0,19,73,1,9,25,3,0,1,92,10,78,1,0,0,10,39
2016-01,BAJA CALIFORNIA SUR,3,0,2,0,1,0,5,0,2,4,0,0,1,0,8,0,5,0,3,0,1,10,0,7,0,0,0,0,6
2016-01,CAMPECHE,4,0,1,0,0,0,1,0,1,0,0,0,0,1,6,2,1,5,0,0,0,5,0,1,0,0,0,0,0
2016-01,COAHUILA,5,0,7,0,0,0,7,2,1,0,3,0,0,3,21,0,8,3,0,1,0,12,3,3,2,0,0,1,37
2016-01,COLIMA,6,0,0,0,1,0,2,3,17,2,0,20,1,0,26,0,6,0,5,2,0,11,0,1,0,0,1,1,5
2016-01,CHIAPAS,7,7,0,0,0,0,0,4,7,0,0,3,8,7,5,1,32,4,0,11,0,8,4,6,0,0,1,1,6
2016-01,CHIHUAHUA,8,5,3,0,0,0,17,1,4,1,4,2,0,3,13,0,11,26,1,0,0,60,0,4,0,0,1,6,25
2016-01,DISTRITO FEDERAL,9,2,6,0,3,0,16,8,55,2,3,1,1,121,379,2,123,41,42,2,4,66,1,8,1,1,9,361,71
2016-01,DURANGO,10,1,0,0,0,0,1,0,5,1,2,4,1,3,6,0,4,1,0,0,0,13,0,0,0,0,3,1,13
2016-01,GUANAJUATO,11,1,0,0,2,0,8,0,4,0,0,0,0,10,237,0,19,6,1,2,0,75,2,3,2,0,0,5,21
2016-01,GUERRERO,12,0,0,0,13,0,4,10,7,1,0,5,1,3,14,2,11,5,1,0,0,71,0,0,0,2,17,0,30
2016-01,HIDALGO,13,0,0,0,0,0,1,1,3,4,0,2,3,6,120,2,19,1,0,1,0,20,0,0,0,0,1,0,6
2016-01,JALISCO,14,0,1,0,0,0,59,11,11,4,3,1,2,22,97,3,14,22,41,1,1,102,1,2,4,0,2,10,26
2016-01,MÉXICO,15,1,0,0,2,0,0,3,4,2,1,4,3,11,217,4,20,9,19,27,1,76,3,3,0,1,8,13,58
2016-01,MICHOACÁN,16,4,2,0,7,0,18,12,32,10,2,2,2,2,40,1,22,4,26,0,1,90,0,4,0,0,2,1,47
2016-01,MORELOS,17,0,1,0,0,0,1,1,7,3,0,1,1,0,9,5,16,3,0,5,0,28,0,1,0,0,2,0,21
2016-01,NAYARIT,18,1,1,0,1,0,1,1,8,1,5,0,0,1,7,0,2,0,0,1,0,3,0,0,0,0,0,0,22
2016-01,NUEVO LEÓN,19,0,5,0,3,0,6,1,22,1,1,0,0,4,26,1,5,10,14,0,0,34,4,4,1,0,0,7,11
2016-01,OAXACA,20,1,1,0,1,0,5,2,12,4,5,2,0,2,21,0,51,2,0,4,0,46,1,0,0,0,0,0,27
2016-01,PUEBLA,21,0,0,0,0,0,2,0,3,2,2,11,3,3,129,1,10,6,2,1,1,26,1,2,0,0,0,2,5
2016-01,QUERÉTARO,22,0,2,0,1,0,2,0,5,2,0,1,15,4,35,1,4,2,5,0,0,18,0,3,2,0,0,2,10
2016-01,QUINTANA ROO,23,0,3,0,1,0,0,5,2,3,0,21,2,7,11,0,4,3,2,0,0,9,1,1,1,0,1,1,10
2016-01,SAN LUIS POTOSÍ,24,0,4,0,0,0,1,0,4,0,1,0,1,2,13,0,11,2,1,2,0,25,3,0,0,0,0,0,9
2016-01,SINALOA,25,4,3,0,3,0,11,5,7,0,2,1,0,3,27,0,16,3,2,0,2,40,0,2,0,0,4,1,18
2016-01,SONORA,26,2,5,1,1,0,58,23,8,6,0,0,2,6,36,3,31,62,2,4,0,68,7,30,17,0,3,1,17
2016-01,TABASCO,27,0,0,0,0,0,0,0,7,2,0,0,0,0,23,0,16,2,0,0,0,10,9,4,0,0,0,0,10
2016-01,TAMAULIPAS,28,0,1,0,4,0,59,1,50,2,13,3,0,4,95,0,30,38,0,0,0,122,13,0,0,0,10,4,160
2016-01,TLAXCALA,29,0,0,0,0,0,0,0,3,1,0,0,0,0,15,1,4,1,0,0,0,10,0,0,0,0,0,1,4
2016-01,VERACRUZ,30,0,0,0,0,0,1,11,15,3,1,33,0,16,153,34,74,11,2,21,0,26,7,2,2,0,4,0,67
2016-01,YUCATÁN,31,0,2,0,0,0,6,0,5,12,1,1,2,2,13,0,6,1,0,10,0,1,2,0,0,0,0,0,7
2016-01,ZACATECAS,32,0,1,0,0,0,0,0,5,0,0,0,1,2,10,0,0,4,0,4,0,17,0,2,0,0,0,0,6
2016-01,EXTRANJERO,33,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
2016-02,AGUASCALIENTES,1,0,0,0,0,0,14,2,1,0,0,2,1,6,5,0,6,9,0,0,0,10,0,0,0,0,0,2,28
2016-02,BAJA CALIFORNIA,2,3,5,1,24,0,32,2,20,4,0,2,0,13,80,1,15,23,7,1,1,101,5,62,4,0,1,2,11
2016-02,BAJA CALIFORNIA SUR,3,1,1,0,2,0,0,0,1,0,0,0,0,1,3,1,6,2,1,0,1,10,0,4,0,0,1,0,0
2016-02,CAMPECHE,4,0,0,0,1,0,0,0,1,16,0,1,0,5,7,1,14,1,9,0,0,5,0,2,0,0,0,0,2
2016-02,COAHUILA,5,0,3,1,0,0,4,0,5,1,4,1,1,4,18,0,12,9,0,3,0,10,1,0,2,0,1,0,74
2016-02,COLIMA,6,0,0,0,0,0,3,3,13,0,0,3,0,5,17,0,8,2,7,4,0,18,0,1,0,0,0,0,5
2016-02,CHIAPAS,7,14,0,0,0,0,1,2,6,6,0,8,13,3,12,1,22,6,1,6,0,11,10,2,0,0,0,1,11
2016-02,CHIHUAHUA,8,1,3,0,3,0,23,1,1,0,0,1,5,6,18,0,11,29,4,2,0,38,3,2,1,0,1,8,11
2016-02,DISTRITO FEDERAL,9,1,0,0,5,1,28,13,59,3,3,13,7,116,243,2,149,53,123,0,1,72,3,3,3,0,15,323,66
2016-02,DURANGO,10,2,2,1,1,0,1,0,6,2,3,0,1,7,7,0,8,2,0,1,0,17,1,0,2,0,1,0,7
2016-02,GUANAJUATO,11,0,0,0,0,0,12,0,8,0,1,3,5,7,135,0,9,8,6,8,2,83,0,3,1,0,1,3,19
2016-02,GUERRERO,12,1,0,0,3,0,9,10,10,1,0,3,0,8,27,3,15,2,0,0,1,80,0,0,0,0,34,1,21
2016-02,HIDALGO,13,0,0,0,1,1,1,1,2,0,0,3,3,11,80,2,12,6,2,0,1,28,0,1,3,0,1,0,3
2016-02,JALISCO,14,0,1,0,3,0,42,11,16,14,2,15,1,16,94,8,24,20,26,0,0,99,0,5,1,0,5,8,35
2016-02,MÉXICO,15,0,2,1,4,0,6,0,14,3,2,5,5,8,234,17,42,4,13,24,0,66,0,17,1,0,14,12,62
2016-02,MICHOACÁN,16,5,1,0,7,0,42,5,16,4,0,0,0,7,38,1,21,8,1,0,0,71,0,2,0,0,0,2,12
2016-02,MORELOS,17,0,0,0,0,0,2,2,4,2,0,2,1,5,18,3,9,1,0,8,0,34,0,1,1,0,0,1,14
2016-02,NAYARIT,18,2,0,0,0,0,0,0,4,0,1,2,0,0,2,0,7,3,2,4,0,5,0,0,1,0,0,0,4
2016-02,NUEVO LEÓN,19,0,7,0,1,0,3,0,41,2,0,110,1,3,40,0,13,12,6,0,0,24,2,3,0,0,3,5,11
2016-02,OAXACA,20,4,1,0,1,0,1,1,4,2,2,4,1,2,11,0,21,3,0,5,0,37,4,0,1,0,0,0,29
2016-02,PUEBLA,21,0,0,0,0,0,3,1,1,2,2,31,4,4,165,3,10,6,0,4,0,32,1,1,2,0,0,3,3
2016-02,QUERÉTARO,22,0,0,0,2,0,4,1,3,2,0,7,19,4,31,0,12,0,5,0,0,22,0,1,0,0,0,3,5
2016-02,QUINTANA ROO,23,1,1,0,0,0,0,2,6,14,0,20,2,13,21,0,14,22,2,7,1,11,0,1,2,1,0,1,12
2016-02,SAN LUIS POTOSÍ,24,1,3,0,0,0,1,0,0,1,0,0,0,3,10,0,1,2,0,4,1,19,6,0,0,0,0,0,3
2016-02,SINALOA,25,13,1,0,2,0,20,6,5,0,4,3,0,3,23,0,17,2,1,1,0,52,0,6,2,0,0,1,12
2016-02,SONORA,26,1,16,0,1,0,67,17,18,2,1,4,0,11,31,0,35,50,3,0,0,68,8,23,8,0,2,0,16
2016-02,TABASCO,27,0,0,0,0,0,1,0,3,1,1,4,1,2,45,1,16,6,0,0,0,19,5,3,3,0,6,0,15
2016-02,TAMAULIPAS,28,0,2,0,2,0,61,1,34,3,7,2,1,5,103,1,23,17,0,0,0,93,9,0,0,0,5,1,78
2016-02,TLAXCALA,29,0,0,0,1,0,1,0,4,4,0,1,0,1,17,1,3,0,0,0,0,11,0,0,0,0,0,1,3
2016-02,VERACRUZ,30,0,0,0,0,0,0,13,9,2,2,37,0,6,100,10,58,12,0,26,0,26,3,4,0,0,3,0,21
2016-02,YUCATÁN,31,0,1,0,0,0,5,3,11,6,2,8,0,3,8,0,2,5,3,2,0,1,1,0,1,0,0,0,16
2016-02,ZACATECAS,32,0,3,0,0,0,0,0,1,1,1,2,1,0,30,0,5,0,0,1,0,10,0,0,0,0,0,2,1
2016-02,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,2
2016-03,AGUASCALIENTES,1,1,2,0,0,0,6,0,1,2,0,1,1,4,5,0,1,0,1,0,0,11,0,0,0,0,0,1,13
2016-03,BAJA CALIFORNIA,2,2,8,1,34,0,38,4,13,4,0,4,2,12,49,0,14,17,8,8,1,90,3,57,2,0,5,7,9
2016-03,BAJA CALIFORNIA SUR,3,1,0,0,2,0,3,0,5,0,0,0,1,1,7,0,1,2,1,0,0,4,0,8,0,0,0,0,5
2016-03,CAMPECHE,4,0,1,0,0,0,0,0,4,8,0,0,0,7,30,1,10,4,5,2,1,5,0,1,0,0,0,0,7
2016-03,COAHUILA,5,0,3,0,0,0,5,2,13,0,4,2,1,8,16,0,8,12,2,0,0,11,5,0,1,0,0,0,55
2016-03,COLIMA,6,1,0,0,0,0,1,0,6,0,1,5,2,0,6,0,5,0,5,4,0,16,0,2,0,0,1,0,3
2016-03,CHIAPAS,7,13,0,0,0,0,0,6,14,2,0,7,6,9,14,1,41,5,7,12,0,22,4,0,0,0,0,0,35
2016-03,CHIHUAHUA,8,2,2,0,1,0,24,4,18,1,3,14,4,11,22,4,21,27,0,2,0,55,2,5,0,0,0,9,19
2016-03,DISTRITO FEDERAL,9,1,6,0,12,0,4,20,77,3,6,12,28,325,309,11,136,37,77,0,1,67,0,13,19,0,3,385,83
2016-03,DURANGO,10,1,2,0,0,0,1,3,9,1,1,4,1,3,10,1,4,3,0,0,0,14,2,0,0,0,0,1,6
2016-03,GUANAJUATO,11,0,2,0,0,0,18,1,5,4,1,3,3,4,182,0,12,9,6,6,2,94,1,2,4,0,2,1,15
2016-03,GUERRERO,12,1,3,0,4,0,6,32,5,2,0,1,0,7,22,4,10,0,0,0,0,70,0,2,0,0,12,1,8
2016-03,HIDALGO,13,0,1,0,0,0,1,0,4,1,1,5,2,8,60,1,2,0,0,1,0,15,0,0,0,0,0,2,6
2016-03,JALISCO,14,1,2,0,1,2,54,15,12,13,1,2,3,17,61,2,14,17,37,1,0,101,0,2,0,0,7,3,11
2016-03,MÉXICO,15,2,2,0,3,0,3,2,6,1,0,35,2,6,124,0,29,9,10,2,0,70,2,7,0,2,7,1,26
2016-03,MICHOACÁN,16,0,3,0,1,0,29,16,22,3,0,1,1,3,48,2,26,6,0,3,1,77,0,11,0,0,2,0,19
2016-03,MORELOS,17,0,0,0,0,0,1,1,4,0,2,1,1,5,33,2,8,2,1,0,0,23,0,2,1,0,0,0,12
2016-03,NAYARIT,18,1,3,0,2,0,3,0,12,1,0,0,0,3,11,0,11,0,0,1,0,3,1,0,4,0,0,0,10
2016-03,NUEVO LEÓN,19,7,0,0,1,0,7,0,74,4,1,6,1,4,33,0,5,14,17,0,0,24,3,5,0,0,1,8,8
2016-03,OAXACA,20,0,2,0,1,0,1,0,9,1,3,10,0,19,9,0,43,2,0,23,0,43,2,0,0,0,0,0,10
2016-03,PUEBLA,21,1,1,0,1,0,3,2,13,3,3,33,3,5,115,0,10,8,0,5,0,30,1,0,1,0,1,0,11
2016-03,QUERÉTARO,22,0,1,0,1,0,6,3,5,3,0,3,27,14,30,0,13,5,4,1,0,19,0,2,0,0,0,5,5
2016-03,QUINTANA ROO,23,7,0,0,0,0,2,3,3,11,0,21,4,4,9,0,4,16,5,0,1,3,0,10,1,0,0,3,3
2016-03,SAN LUIS POTOSÍ,24,1,5,0,0,1,2,0,4,3,0,1,1,4,16,0,5,4,0,6,2,16,2,0,0,0,0,0,6
2016-03,SINALOA,25,17,6,0,0,0,18,6,18,3,2,1,2,3,23,1,17,5,1,0,0,47,0,3,1,0,1,0,27
2016-03,SONORA,26,5,7,1,2,0,55,19,9,1,0,5,0,6,38,0,28,65,8,2,0,62,8,22,11,0,1,1,16
2016-03,TABASCO,27,0,0,0,0,0,0,0,7,2,2,60,1,4,34,0,13,0,0,1,0,9,4,0,0,0,2,0,1
2016-03,TAMAULIPAS,28,0,2,0,1,0,39,0,21,1,10,0,0,3,88,1,46,15,1,0,0,111,4,0,0,0,11,1,54
2016-03,TLAXCALA,29,0,0,0,1,0,0,3,4,2,0,6,0,0,25,0,2,2,0,1,0,7,0,1,0,0,0,1,4
2016-03,VERACRUZ,30,1,1,1,0,0,0,2,12,5,1,26,0,5,210,16,28,9,1,5,0,40,5,3,2,0,5,2,28
2016-03,YUCATÁN,31,0,1,0,0,0,4,0,8,5,0,1,0,3,12,0,1,5,2,1,0,2,0,1,0,0,0,0,7
2016-03,ZACATECAS,32,0,0,0,0,0,0,0,4,1,1,11,0,0,12,1,3,4,1,0,0,14,2,2,0,0,0,2,0
2016-03,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2016-04,AGUASCALIENTES,1,0,1,0,0,0,1,0,2,0,0,1,3,1,5,0,4,1,7,0,0,10,0,1,0,0,0,1,20
