Fecha,Delegación,Clave INEGI AGEE,Código Penal Federal (CPF)_Delitos contra la salud_ Producción,Código Penal Federal (CPF)_Delitos contra la salud_Transporte,Código Penal Federal (CPF)_Delitos contra la salud_Tráfico,Código Penal Federal (CPF)_Delitos contra la salud_Comercio,Código Penal Federal (CPF)_Delitos contra la salud_Suministro,Código Penal Federal (CPF)_Delitos contra la salud_Posesión,Código Penal Federal (CPF)_Delitos contra la salud_Otros,Código Penal Federal (CPF)_Cometidos por Servidores Públicos,Código Penal Federal (CPF)_Contra el Ambiente y la Gestión Ambiental,Código Penal Federal (CPF)_Contra la integridad corporal,Código Penal Federal (CPF)_Electorales,Código Penal Federal (CPF)_En Materia de Derechos de Autor,"Código Penal Federal (CPF)_Falsedad, Título Décimo Tercero",Código Penal Federal (CPF)_Patrimoniales,Código Penal Federal (CPF)_Vías de Comunicación y Correspondencia,Código Penal Federal (CPF)_Otros Delitos del CPF,Código Fiscal de la Federación (CFF),Ley de la Propiedad Industrial (LPI),Ley de Vías Generales de Comunicación (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migración (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Crédito, Inversión, Fianzas y Seguros",Otras Leyes Especiales
2016-04,BAJA CALIFORNIA,2,5,5,2,48,0,29,7,4,10,0,0,3,11,87,0,12,24,8,2,0,96,3,63,0,0,0,7,17
2016-04,BAJA CALIFORNIA SUR,3,0,0,0,3,0,5,0,2,5,0,0,0,2,7,0,2,4,1,4,0,7,0,2,0,0,2,0,11
2016-04,CAMPECHE,4,0,0,0,0,0,1,0,4,17,1,1,0,4,20,0,7,8,2,1,1,4,0,1,0,0,0,0,7
2016-04,COAHUILA,5,0,1,0,3,2,6,2,7,0,3,0,2,2,16,0,8,10,1,2,0,10,7,0,1,0,0,1,32
2016-04,COLIMA,6,3,0,0,0,0,3,0,9,0,1,5,1,0,9,0,5,3,3,3,0,12,0,1,0,0,0,1,5
2016-04,CHIAPAS,7,8,0,0,0,0,1,9,10,1,0,9,11,9,9,0,39,2,2,12,0,9,16,4,0,2,1,0,20
2016-04,CHIHUAHUA,8,0,2,0,3,1,22,4,15,3,2,7,3,8,25,0,19,57,2,1,0,53,1,3,1,0,0,9,29
2016-04,DISTRITO FEDERAL,9,0,2,1,3,0,2,17,52,5,4,21,61,160,303,5,89,36,110,0,1,75,1,5,2,0,5,255,102
2016-04,DURANGO,10,4,1,0,1,0,1,1,5,4,2,3,0,3,11,0,4,1,0,0,0,21,0,0,0,0,1,0,8
2016-04,GUANAJUATO,11,0,1,1,2,1,9,0,8,3,3,1,0,16,171,1,29,7,8,3,0,98,4,1,1,0,0,4,33
2016-04,GUERRERO,12,0,1,0,3,0,5,31,16,3,3,1,2,12,23,3,19,1,1,0,1,60,0,1,0,0,10,0,39
2016-04,HIDALGO,13,0,0,0,0,0,2,0,2,1,0,14,1,6,77,1,5,2,1,0,0,11,0,0,0,0,1,1,6
2016-04,JALISCO,14,0,0,0,2,0,41,11,9,9,3,1,4,14,67,4,12,26,26,1,0,69,0,0,1,0,6,2,32
2016-04,MÉXICO,15,0,0,0,0,0,7,0,8,8,2,12,3,16,133,0,31,8,22,2,1,82,5,3,0,0,3,3,68
2016-04,MICHOACÁN,16,2,2,0,4,0,44,12,47,11,1,2,0,11,58,4,45,11,2,0,1,77,0,9,0,0,1,1,22
2016-04,MORELOS,17,0,0,0,0,0,2,0,0,4,0,1,1,6,17,0,9,2,0,11,2,17,0,0,0,0,0,1,15
2016-04,NAYARIT,18,1,0,0,0,0,1,0,7,2,0,0,2,0,1,0,5,1,1,1,0,7,0,1,0,0,0,0,22
2016-04,NUEVO LEÓN,19,13,0,0,3,0,6,0,36,4,0,1,1,5,37,1,5,6,35,0,0,33,6,5,1,0,0,8,12
2016-04,OAXACA,20,1,0,0,0,0,1,1,7,6,3,21,2,11,20,0,20,1,0,26,0,29,3,2,0,0,0,0,29
2016-04,PUEBLA,21,0,0,0,0,0,1,2,2,1,0,46,4,7,195,1,21,15,1,9,0,48,2,1,1,0,0,0,6
2016-04,QUERÉTARO,22,0,5,0,4,1,6,6,2,2,0,2,67,3,67,0,14,1,10,2,0,25,0,2,1,0,0,1,16
2016-04,QUINTANA ROO,23,0,2,0,1,0,3,3,4,13,0,28,1,7,17,1,5,6,1,0,0,13,1,0,1,0,2,3,6
2016-04,SAN LUIS POTOSÍ,24,1,8,0,0,0,2,0,5,4,2,1,0,4,32,3,4,1,0,6,1,14,0,0,1,0,0,0,13
2016-04,SINALOA,25,13,6,0,0,0,7,8,33,2,1,14,0,6,30,1,9,6,1,3,0,38,0,4,1,0,1,2,40
2016-04,SONORA,26,7,6,0,0,0,60,11,39,3,1,0,0,8,45,3,14,69,9,2,0,56,10,16,3,0,0,2,17
2016-04,TABASCO,27,0,0,0,0,0,1,0,5,2,2,3,2,0,36,0,10,3,0,2,0,15,7,2,0,0,2,0,7
2016-04,TAMAULIPAS,28,0,0,0,1,0,43,0,21,2,5,1,0,3,101,1,44,10,0,0,0,85,12,0,0,0,9,1,86
2016-04,TLAXCALA,29,0,0,0,0,0,0,0,3,1,1,5,2,1,16,0,11,5,0,1,0,3,0,1,0,0,0,1,5
2016-04,VERACRUZ,30,0,0,0,0,0,1,2,19,5,2,35,0,6,219,8,43,9,5,22,2,28,9,1,7,0,3,2,38
2016-04,YUCATÁN,31,0,0,0,0,0,1,1,18,3,2,1,0,11,12,0,6,12,1,2,0,4,0,0,0,0,0,1,7
2016-04,ZACATECAS,32,0,0,0,1,1,1,0,5,0,0,12,3,0,21,1,9,1,0,2,0,10,1,0,0,0,0,0,8
2016-04,EXTRANJERO,33,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
2016-05,AGUASCALIENTES,1,1,2,0,0,0,1,0,2,0,1,4,2,1,7,1,1,2,1,1,0,3,0,0,0,0,0,1,15
2016-05,BAJA CALIFORNIA,2,1,9,1,43,0,33,4,10,10,0,1,5,13,58,0,13,21,6,2,1,111,4,63,1,0,0,6,7
2016-05,BAJA CALIFORNIA SUR,3,0,1,0,8,0,1,1,7,6,0,3,1,1,6,0,2,3,9,2,0,6,0,6,1,0,1,0,13
2016-05,CAMPECHE,4,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,1,1,1,0,0,2,0,0,0,0,0,0,3
2016-05,COAHUILA,5,0,2,0,0,0,10,0,8,2,3,1,3,2,16,0,7,4,1,0,0,14,4,0,1,0,2,0,27
2016-05,COLIMA,6,2,0,0,0,1,0,2,9,0,1,0,1,4,5,0,10,0,5,0,0,16,0,0,0,0,1,0,11
2016-05,CHIAPAS,7,14,0,0,0,0,0,3,12,3,1,7,8,9,14,1,60,3,1,24,0,8,16,4,0,0,0,0,15
2016-05,CHIHUAHUA,8,1,0,0,7,0,13,2,11,1,0,12,4,3,29,0,13,46,3,1,0,54,0,2,1,0,2,9,22
2016-05,DISTRITO FEDERAL,9,2,0,0,0,0,1,24,140,0,3,51,90,143,310,1,109,44,84,0,3,72,0,4,1,0,13,272,122
2016-05,DURANGO,10,3,5,0,1,0,1,0,6,3,5,7,3,7,15,0,9,4,0,3,0,17,0,0,0,0,1,0,11
2016-05,GUANAJUATO,11,0,0,0,0,0,14,2,7,1,4,3,0,5,143,0,8,7,5,10,1,89,2,1,0,0,0,4,22
2016-05,GUERRERO,12,0,1,0,1,0,6,15,10,0,1,0,1,9,16,11,14,2,2,0,1,75,0,0,0,0,12,0,30
2016-05,HIDALGO,13,0,0,0,0,0,0,0,4,0,1,22,0,4,62,0,21,0,0,1,0,7,0,0,0,0,3,1,6
2016-05,JALISCO,14,0,2,0,1,0,32,14,9,15,2,3,1,14,54,4,16,26,20,1,3,104,0,2,0,0,4,6,25
2016-05,MÉXICO,15,8,0,0,0,0,5,2,19,13,4,7,8,9,115,1,20,14,14,5,0,78,5,3,3,0,3,0,62
2016-05,MICHOACÁN,16,5,5,0,6,0,10,11,12,6,0,3,1,9,73,4,29,2,3,6,0,48,0,12,5,0,3,0,29
2016-05,MORELOS,17,0,1,0,0,0,0,0,10,7,0,1,2,3,16,5,12,3,0,20,2,32,0,0,0,0,4,4,13
2016-05,NAYARIT,18,1,0,0,0,0,2,0,2,0,1,1,0,2,3,0,2,3,0,0,0,6,0,0,0,0,0,0,35
2016-05,NUEVO LEÓN,19,7,0,0,1,0,5,0,39,1,1,1,1,8,39,0,8,11,27,0,0,21,2,4,0,0,3,7,22
2016-05,OAXACA,20,1,3,0,2,0,0,3,15,4,6,19,1,3,22,0,12,3,0,23,0,51,3,1,0,0,1,0,28
2016-05,PUEBLA,21,0,1,0,1,0,2,2,23,2,3,37,3,7,101,3,25,5,1,5,0,34,2,0,2,0,0,1,8
2016-05,QUERÉTARO,22,0,4,0,3,0,1,1,9,2,1,2,41,7,53,0,4,3,13,2,0,24,1,0,0,0,0,0,13
2016-05,QUINTANA ROO,23,0,3,0,0,0,3,2,5,7,0,25,3,6,21,1,5,3,4,0,0,10,0,4,0,0,1,12,6
2016-05,SAN LUIS POTOSÍ,24,1,8,0,0,0,0,0,3,2,0,0,1,2,22,3,5,3,0,2,0,16,5,0,0,0,0,1,9
2016-05,SINALOA,25,6,4,0,2,0,13,2,27,1,0,14,3,3,21,1,10,4,0,2,0,42,0,1,0,0,1,0,14
2016-05,SONORA,26,9,17,0,0,0,35,2,9,1,4,10,0,2,40,1,17,21,6,0,0,42,3,13,0,0,0,1,41
2016-05,TABASCO,27,0,1,0,1,0,2,0,7,1,1,3,0,7,28,3,14,6,0,2,0,11,8,1,0,0,4,1,8
2016-05,TAMAULIPAS,28,0,1,0,4,0,34,1,28,0,9,10,1,4,119,0,37,26,0,0,0,95,15,0,0,0,13,1,76
2016-05,TLAXCALA,29,1,0,0,0,0,0,0,2,3,0,3,1,1,14,0,6,1,0,2,0,6,2,0,0,0,0,0,3
2016-05,VERACRUZ,30,0,0,0,2,0,1,0,18,2,1,59,0,2,85,0,34,10,2,15,0,11,2,0,1,0,1,0,46
2016-05,YUCATÁN,31,0,1,0,0,0,1,1,9,10,1,0,1,7,33,0,3,3,2,3,0,2,2,1,0,0,0,1,12
2016-05,ZACATECAS,32,0,0,0,0,0,1,0,11,1,0,18,1,1,15,1,10,3,0,7,0,16,0,0,0,0,0,0,6
2016-05,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2
2016-06,AGUASCALIENTES,1,1,1,0,0,0,1,0,2,0,0,1,3,4,6,0,4,1,1,1,0,6,0,0,0,0,0,0,21
2016-06,BAJA CALIFORNIA,2,2,2,0,13,0,35,5,17,0,2,4,2,16,99,3,24,10,4,2,0,88,2,15,0,0,1,5,30
2016-06,BAJA CALIFORNIA SUR,3,2,3,0,0,0,1,1,3,1,0,4,0,0,4,0,1,2,1,4,0,12,0,2,0,0,0,0,5
2016-06,CAMPECHE,4,0,0,0,1,0,0,0,0,1,0,0,0,4,4,2,2,0,0,6,0,2,1,1,0,0,0,0,8
2016-06,COAHUILA,5,0,3,0,0,0,5,2,12,0,2,0,0,2,29,1,6,11,0,5,0,18,10,1,0,0,1,0,22
2016-06,COLIMA,6,0,0,0,0,0,0,0,4,6,1,1,1,2,9,0,4,3,3,2,0,12,0,0,0,0,1,0,5
2016-06,CHIAPAS,7,5,0,0,0,0,0,6,20,5,2,1,11,9,12,1,52,4,0,15,0,10,10,0,1,0,0,1,20
2016-06,CHIHUAHUA,8,1,1,0,4,0,21,1,23,5,4,9,5,4,22,1,25,35,1,0,0,50,1,2,1,0,1,10,26
2016-06,DISTRITO FEDERAL,9,1,1,0,1,0,2,21,105,2,4,50,176,173,269,5,146,66,133,0,4,74,4,4,0,0,21,424,125
2016-06,DURANGO,10,2,0,0,0,0,1,2,8,5,0,5,1,2,13,0,9,4,0,1,0,21,0,0,0,0,1,0,6
2016-06,GUANAJUATO,11,1,0,0,0,0,9,0,7,1,1,1,1,6,175,0,21,2,3,7,0,63,0,2,0,0,0,2,40
2016-06,GUERRERO,12,3,0,0,3,0,6,5,10,3,3,1,1,8,21,9,26,1,0,0,1,34,0,0,0,0,4,1,51
2016-06,HIDALGO,13,1,0,0,0,0,0,0,4,7,2,19,1,5,77,2,18,2,1,6,0,19,0,0,1,0,0,0,9
2016-06,JALISCO,14,4,1,0,4,0,21,13,23,5,2,2,1,24,150,4,36,24,62,2,2,52,0,1,1,0,6,8,68
2016-06,MÉXICO,15,0,0,0,0,0,5,0,20,8,2,3,7,11,152,3,27,19,21,1,0,84,3,2,0,0,5,2,103
2016-06,MICHOACÁN,16,1,6,0,2,0,10,6,24,13,0,1,2,2,62,0,21,8,3,10,0,62,0,6,1,0,3,3,38
2016-06,MORELOS,17,0,0,1,0,0,2,0,3,1,0,0,4,6,18,11,18,6,0,19,1,24,0,0,1,0,2,0,5
2016-06,NAYARIT,18,0,0,0,0,0,0,0,8,2,0,3,0,1,5,0,2,3,0,5,0,1,0,0,1,0,0,0,33
2016-06,NUEVO LEÓN,19,3,2,0,0,0,4,2,47,3,2,4,1,5,59,5,12,15,44,2,0,30,10,6,0,0,1,6,32
2016-06,OAXACA,20,0,0,0,0,0,0,3,9,5,7,19,1,4,18,0,26,1,0,63,0,31,1,0,0,0,0,0,32
2016-06,PUEBLA,21,0,1,0,0,0,2,2,8,4,3,32,6,4,106,0,23,26,0,10,0,32,2,1,1,0,1,1,12
2016-06,QUERÉTARO,22,0,2,0,3,0,7,3,5,4,1,3,37,5,45,0,5,2,17,3,0,12,0,1,0,0,0,4,13
2016-06,QUINTANA ROO,23,1,3,0,0,0,1,2,7,20,1,38,2,4,18,1,10,7,0,1,0,4,0,2,0,0,0,5,10
2016-06,SAN LUIS POTOSÍ,24,2,8,0,0,0,0,1,7,4,0,1,3,5,24,0,3,6,0,6,1,23,6,0,0,0,0,0,13
2016-06,SINALOA,25,8,6,1,0,0,5,4,25,1,2,8,0,9,18,1,17,8,0,1,0,27,0,3,1,0,3,2,10
2016-06,SONORA,26,5,14,0,0,0,32,1,23,2,0,9,2,3,36,4,21,29,5,0,0,31,1,10,1,0,2,3,55
2016-06,TABASCO,27,0,0,0,0,0,1,1,13,1,0,1,1,3,51,1,20,3,0,12,0,7,6,3,1,0,0,0,8
2016-06,TAMAULIPAS,28,1,0,0,0,0,25,2,19,3,6,5,0,4,100,0,29,18,0,0,0,73,15,1,0,0,12,6,112
2016-06,TLAXCALA,29,0,0,0,0,0,0,0,1,7,1,16,0,2,25,0,7,3,0,3,0,3,1,0,0,0,0,1,2
2016-06,VERACRUZ,30,0,0,0,0,0,0,2,32,3,3,62,0,16,119,3,80,9,0,16,0,10,2,0,0,0,5,2,53
2016-06,YUCATÁN,31,0,4,0,0,0,0,3,8,10,1,0,0,4,12,0,3,6,6,0,0,1,0,0,0,0,0,0,30
2016-06,ZACATECAS,32,2,1,0,0,0,2,0,5,0,0,13,0,3,15,1,6,4,1,4,0,13,2,0,0,0,0,0,11
2016-06,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,2
2016-07,AGUASCALIENTES,1,1,0,0,0,0,4,0,0,3,0,1,1,3,10,0,2,3,5,2,0,9,0,0,0,0,0,1,12
2016-07,BAJA CALIFORNIA,2,4,2,0,1,0,31,14,5,5,0,5,4,6,69,3,21,7,5,2,0,62,2,3,0,0,1,4,6
2016-07,BAJA CALIFORNIA SUR,3,0,0,0,2,0,6,0,11,2,1,0,0,2,5,0,2,2,0,0,0,10,0,3,0,0,3,0,3
2016-07,CAMPECHE,4,0,1,0,0,0,0,0,1,7,1,0,0,2,20,4,4,0,0,8,0,0,0,0,1,0,1,0,8
2016-07,COAHUILA,5,0,0,0,1,0,7,0,3,0,1,0,1,2,23,0,12,10,1,1,0,15,5,1,0,0,0,0,19
2016-07,COLIMA,6,2,0,0,0,0,0,3,1,7,1,1,0,8,12,0,8,3,5,3,0,11,0,0,2,0,0,0,1
2016-07,CHIAPAS,7,10,0,0,0,0,0,2,9,8,0,3,9,7,13,0,43,2,1,16,0,15,6,3,0,0,0,0,22
2016-07,CHIHUAHUA,8,2,0,0,4,0,18,1,16,7,3,4,5,5,20,0,21,26,1,0,1,46,0,3,0,0,0,7,34
2016-07,DISTRITO FEDERAL,9,1,1,0,2,0,0,20,50,6,6,30,167,36,116,5,108,10,130,0,0,72,0,5,0,0,4,13,61
2016-07,DURANGO,10,3,1,0,1,0,0,1,5,0,0,5,1,4,13,0,5,6,0,1,0,14,1,0,0,0,0,1,1
2016-07,GUANAJUATO,11,0,0,0,1,0,14,2,3,5,0,0,1,3,153,0,14,4,6,2,0,68,0,2,1,0,1,0,11
2016-07,GUERRERO,12,6,0,0,0,0,2,9,15,2,0,1,0,1,10,0,6,1,0,12,0,33,0,3,0,0,1,0,14
2016-07,HIDALGO,13,0,0,0,0,0,0,0,5,5,1,6,3,4,66,2,2,0,1,14,0,16,0,1,0,0,0,0,7
2016-07,JALISCO,14,10,0,0,0,0,20,15,8,10,7,5,0,11,83,0,15,21,56,8,0,43,0,3,3,0,3,5,15
2016-07,MÉXICO,15,6,1,0,0,0,1,0,31,10,10,1,11,25,156,5,19,34,37,8,0,64,2,6,0,0,1,2,36
2016-07,MICHOACÁN,16,1,5,0,4,0,6,6,28,6,2,0,0,8,63,0,22,11,2,29,0,58,0,1,0,0,3,6,11
2016-07,MORELOS,17,0,0,0,1,0,4,0,3,1,2,0,0,0,12,0,8,0,0,17,0,19,0,0,1,0,0,0,4
2016-07,NAYARIT,18,0,0,0,0,1,1,1,8,1,0,0,1,0,2,0,2,2,1,4,0,1,0,0,0,0,1,1,9
2016-07,NUEVO LEÓN,19,0,3,0,0,0,9,1,29,1,1,3,5,10,32,0,19,16,53,1,0,33,5,3,0,0,0,6,28
2016-07,OAXACA,20,0,2,0,0,0,0,1,4,0,4,15,1,0,14,0,7,0,0,43,1,29,2,0,0,0,0,0,14
2016-07,PUEBLA,21,2,1,0,1,0,0,2,4,9,6,109,3,3,109,0,16,8,1,8,0,32,0,2,2,0,1,1,6
2016-07,QUERÉTARO,22,1,3,0,7,4,2,0,2,0,1,2,62,5,30,0,4,1,16,3,0,10,0,1,1,0,0,1,18
2016-07,QUINTANA ROO,23,3,0,0,3,0,6,2,5,16,0,36,0,11,6,0,5,12,1,0,0,5,0,7,0,0,0,2,0
2016-07,SAN LUIS POTOSÍ,24,2,5,0,0,0,2,4,3,3,2,1,3,3,24,0,8,18,0,4,0,25,2,1,0,0,1,1,11
2016-07,SINALOA,25,0,6,1,2,0,4,5,8,2,2,3,1,5,14,1,8,3,0,3,1,21,0,0,0,0,2,1,12
2016-07,SONORA,26,5,5,0,0,0,24,5,6,3,0,6,0,6,26,2,11,44,7,3,0,39,1,7,2,0,0,1,20
2016-07,TABASCO,27,0,0,1,0,1,0,0,3,2,3,0,0,5,33,0,13,1,0,5,1,9,0,2,1,0,2,0,7
2016-07,TAMAULIPAS,28,4,1,0,0,0,10,2,9,0,5,5,0,1,79,1,18,8,1,2,0,47,6,2,0,0,7,0,3
2016-07,TLAXCALA,29,1,0,0,0,0,1,0,4,0,0,10,1,0,17,0,6,1,0,5,0,4,0,0,0,0,0,0,10
2016-07,VERACRUZ,30,0,0,0,0,0,0,0,10,2,2,66,0,7,117,0,40,11,1,16,0,21,5,0,2,1,3,2,13
2016-07,YUCATÁN,31,0,3,0,0,0,0,4,5,6,1,0,1,4,13,1,3,3,4,0,0,0,0,0,0,0,0,0,32
2016-07,ZACATECAS,32,0,1,0,0,0,2,0,1,0,0,5,1,2,16,0,4,2,0,4,0,11,2,0,0,0,0,0,4
2016-07,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,3
2016-08,AGUASCALIENTES,1,0,0,0,0,0,6,0,4,0,0,24,2,2,8,0,0,2,1,9,0,13,0,1,0,0,1,1,14
2016-08,BAJA CALIFORNIA,2,1,0,0,3,0,23,15,4,2,2,8,0,10,51,1,8,5,1,3,0,88,1,4,1,0,1,1,9
2016-08,BAJA CALIFORNIA SUR,3,1,1,0,5,0,2,0,10,4,2,2,0,1,3,0,0,0,0,0,0,6,0,1,0,0,1,0,8
2016-08,CAMPECHE,4,1,0,0,0,0,0,1,0,3,0,1,0,1,6,3,2,0,0,5,0,2,1,1,0,0,0,0,2
2016-08,COAHUILA,5,0,5,2,0,1,6,5,9,0,5,1,0,4,17,0,4,5,2,2,0,7,7,0,0,0,1,0,26
2016-08,COLIMA,6,4,1,0,0,0,2,0,6,2,1,0,2,5,16,0,9,0,3,2,0,19,0,0,0,0,0,0,25
2016-08,CHIAPAS,7,10,0,0,0,0,1,0,15,9,0,3,12,17,7,0,33,5,1,53,0,16,5,4,0,0,0,0,22
2016-08,CHIHUAHUA,8,3,0,0,1,0,14,2,10,1,3,9,5,8,18,1,16,33,3,1,0,24,2,7,1,0,0,5,22
2016-08,DISTRITO FEDERAL,9,3,0,0,0,0,2,26,43,4,11,272,163,52,250,2,64,12,144,0,1,71,0,6,0,0,6,40,46
2016-08,DURANGO,10,0,2,0,1,0,0,0,12,3,2,20,0,1,17,0,6,2,1,2,0,12,0,0,0,0,0,1,4
2016-08,GUANAJUATO,11,1,1,0,1,0,6,2,5,4,2,2,1,2,134,0,15,4,6,8,1,72,2,1,0,0,0,0,16
2016-08,GUERRERO,12,5,0,0,0,0,1,36,6,2,4,5,0,3,14,1,4,5,0,5,0,37,0,2,0,0,11,0,24
2016-08,HIDALGO,13,1,0,0,0,0,0,1,2,6,1,5,0,4,80,0,3,4,1,0,0,17,1,1,0,0,0,0,3
2016-08,JALISCO,14,10,1,0,0,0,19,37,12,5,3,0,1,7,70,2,3,9,36,5,0,37,1,1,0,0,2,6,23
2016-08,MÉXICO,15,9,0,0,0,0,7,2,33,9,8,10,10,18,227,2,37,11,53,104,0,84,2,2,2,0,6,9,64
2016-08,MICHOACÁN,16,0,1,0,1,1,13,7,16,7,2,6,1,6,73,0,20,8,2,5,0,45,0,3,0,0,7,0,36
2016-08,MORELOS,17,0,0,0,1,0,1,0,2,3,0,1,1,3,22,1,5,1,0,17,0,21,0,0,0,0,0,0,7
2016-08,NAYARIT,18,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2016-08,NUEVO LEÓN,19,0,2,1,3,3,4,0,11,2,0,11,3,2,34,0,8,4,27,1,0,41,11,0,0,0,2,0,32
2016-08,OAXACA,20,0,0,0,0,0,0,0,34,3,4,12,0,4,17,0,32,1,0,26,0,35,4,0,0,0,1,0,24
2016-08,PUEBLA,21,5,0,0,0,0,6,2,3,1,1,74,2,6,105,0,21,15,2,7,0,44,2,5,0,0,0,4,17
2016-08,QUERÉTARO,22,0,2,0,2,0,6,0,4,1,0,2,60,0,49,0,6,0,14,1,0,19,0,1,0,0,0,0,16
2016-08,QUINTANA ROO,23,2,0,0,1,0,5,11,4,6,3,40,0,6,23,1,8,4,8,0,0,6,0,7,0,0,0,3,7
2016-08,SAN LUIS POTOSÍ,24,0,6,0,0,0,3,1,5,4,0,0,2,2,17,0,3,12,1,3,0,21,0,1,0,0,0,0,10
2016-08,SINALOA,25,5,3,0,0,1,6,0,12,2,2,2,2,3,14,0,16,7,0,1,0,24,0,2,0,0,6,2,10
2016-08,SONORA,26,4,3,0,0,0,15,9,16,2,1,1,0,2,34,2,11,31,5,3,0,25,0,3,0,0,1,0,18
2016-08,TABASCO,27,0,0,0,0,0,0,0,3,2,1,1,0,2,38,0,15,3,1,4,0,16,9,1,0,0,2,0,5
2016-08,TAMAULIPAS,28,1,1,0,0,0,12,2,18,1,4,5,0,5,92,1,11,11,1,4,0,57,6,3,0,0,5,2,75
2016-08,TLAXCALA,29,0,0,0,1,0,0,1,1,1,0,26,2,1,18,0,3,2,0,1,0,9,0,0,1,0,0,0,2
2016-08,VERACRUZ,30,0,2,0,0,1,0,0,5,2,3,48,0,9,83,0,56,23,3,21,0,15,6,1,0,0,1,0,31
2016-08,YUCATÁN,31,0,1,0,0,0,0,3,5,12,0,2,0,4,7,0,4,2,1,0,0,3,2,0,0,0,0,0,17
2016-08,ZACATECAS,32,0,0,0,0,0,1,0,2,0,0,14,1,2,14,0,5,2,0,4,0,12,0,1,1,0,0,0,5
2016-08,EXTRANJERO,33,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1
2016-09,AGUASCALIENTES,1,0,1,0,0,0,5,0,1,0,0,3,0,5,2,4,4,3,1,7,0,12,0,0,0,0,0,1,11
2016-09,BAJA CALIFORNIA,2,0,3,0,0,0,28,6,4,7,2,1,2,8,44,0,3,7,4,0,0,81,0,5,1,0,0,2,7
2016-09,BAJA CALIFORNIA SUR,3,1,3,0,1,0,3,0,5,7,3,1,0,0,10,0,2,10,2,0,0,11,0,0,0,0,0,0,1
2016-09,CAMPECHE,4,0,0,0,0,0,1,0,2,17,1,1,1,0,14,0,7,4,0,2,0,5,0,0,0,0,0,0,3
2016-09,COAHUILA,5,0,2,0,1,0,4,1,6,0,2,1,0,7,15,0,14,11,0,3,0,8,8,1,0,0,0,3,27
2016-09,COLIMA,6,0,0,1,0,0,7,0,1,1,1,0,0,5,9,0,3,0,0,0,0,15,0,1,1,0,0,0,4
2016-09,CHIAPAS,7,8,0,0,0,0,0,0,10,5,0,4,10,12,8,0,20,3,2,15,0,9,15,2,0,0,0,1,14
2016-09,CHIHUAHUA,8,4,0,0,2,0,21,4,10,3,1,3,0,7,21,0,14,20,1,0,0,36,1,5,1,0,2,3,16
