Fecha,Delegación,Clave INEGI AGEE,Código Penal Federal (CPF)_Delitos contra la salud_ Producción,Código Penal Federal (CPF)_Delitos contra la salud_Transporte,Código Penal Federal (CPF)_Delitos contra la salud_Tráfico,Código Penal Federal (CPF)_Delitos contra la salud_Comercio,Código Penal Federal (CPF)_Delitos contra la salud_Suministro,Código Penal Federal (CPF)_Delitos contra la salud_Posesión,Código Penal Federal (CPF)_Delitos contra la salud_Otros,Código Penal Federal (CPF)_Cometidos por Servidores Públicos,Código Penal Federal (CPF)_Contra el Ambiente y la Gestión Ambiental,Código Penal Federal (CPF)_Contra la integridad corporal,Código Penal Federal (CPF)_Electorales,Código Penal Federal (CPF)_En Materia de Derechos de Autor,"Código Penal Federal (CPF)_Falsedad, Título Décimo Tercero",Código Penal Federal (CPF)_Patrimoniales,Código Penal Federal (CPF)_Vías de Comunicación y Correspondencia,Código Penal Federal (CPF)_Otros Delitos del CPF,Código Fiscal de la Federación (CFF),Ley de la Propiedad Industrial (LPI),Ley de Vías Generales de Comunicación (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migración (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Crédito, Inversión, Fianzas y Seguros",Otras Leyes Especiales
2016-09,DISTRITO FEDERAL,9,3,1,0,1,0,6,24,48,3,3,176,111,95,123,0,80,14,117,0,0,64,1,7,0,0,3,243,54
2016-09,DURANGO,10,1,2,0,0,0,2,0,7,3,4,4,0,2,13,0,12,1,0,5,1,13,0,0,0,0,0,0,9
2016-09,GUANAJUATO,11,0,0,0,2,1,11,1,5,2,3,1,1,4,190,0,25,11,4,4,1,86,1,2,0,0,0,0,19
2016-09,GUERRERO,12,5,0,0,0,0,0,28,9,1,2,2,1,5,15,0,6,2,0,5,0,36,1,0,0,0,7,0,14
2016-09,HIDALGO,13,1,1,0,0,0,3,2,3,2,0,0,0,5,86,0,3,5,2,5,0,15,0,0,0,0,0,1,4
2016-09,JALISCO,14,50,0,0,0,0,7,17,10,3,2,4,7,4,64,0,11,14,70,6,1,56,0,1,0,0,2,3,13
2016-09,MÉXICO,15,10,0,0,0,0,10,4,27,14,6,8,14,22,158,2,27,9,16,50,0,66,7,1,7,0,3,10,32
2016-09,MICHOACÁN,16,1,1,0,2,1,14,1,26,3,0,3,1,8,51,0,13,4,3,2,0,75,0,4,0,0,2,0,17
2016-09,MORELOS,17,0,0,0,0,0,0,0,2,2,0,5,4,13,24,1,23,15,0,45,0,28,0,0,5,0,3,0,11
2016-09,NAYARIT,18,2,2,0,2,0,0,1,6,2,1,0,0,0,2,0,2,4,0,1,0,3,0,0,0,0,0,0,4
2016-09,NUEVO LEÓN,19,2,4,0,5,0,4,1,30,3,2,7,3,11,42,0,10,8,30,2,0,32,8,8,2,0,0,2,33
2016-09,OAXACA,20,1,3,0,0,0,0,3,9,6,2,6,0,1,27,0,12,2,0,14,1,27,5,0,0,0,0,15,26
2016-09,PUEBLA,21,1,0,0,0,0,1,0,1,1,2,38,7,7,132,0,21,6,2,7,1,40,1,3,2,0,0,2,13
2016-09,QUERÉTARO,22,3,4,0,3,0,3,0,4,3,0,1,35,10,37,0,1,1,9,1,0,15,0,0,0,0,0,18,10
2016-09,QUINTANA ROO,23,3,1,1,0,0,4,3,7,24,1,48,3,11,25,0,11,10,5,0,0,13,0,8,0,0,0,4,14
2016-09,SAN LUIS POTOSÍ,24,0,1,0,0,0,5,0,1,1,0,1,2,3,26,1,3,5,0,4,0,24,5,0,0,0,0,0,5
2016-09,SINALOA,25,4,4,0,3,0,4,0,14,3,3,2,2,13,28,0,7,5,2,2,0,35,0,0,1,0,3,1,12
2016-09,SONORA,26,12,5,1,0,0,23,3,6,1,2,15,0,5,29,0,11,30,4,4,0,37,2,1,1,0,3,1,4
2016-09,TABASCO,27,0,0,0,0,0,0,0,4,2,1,0,0,2,29,2,19,3,2,10,0,10,3,3,0,0,0,0,4
2016-09,TAMAULIPAS,28,0,0,0,1,0,11,0,8,0,4,2,0,3,63,1,15,8,1,2,2,62,7,0,1,0,2,1,28
2016-09,TLAXCALA,29,0,0,0,0,0,0,0,2,1,2,12,0,0,19,1,12,0,1,2,0,2,0,0,1,0,0,0,4
2016-09,VERACRUZ,30,0,2,0,0,0,0,1,9,3,1,40,0,2,120,2,43,6,2,38,0,25,1,2,2,0,1,0,29
2016-09,YUCATÁN,31,0,0,0,0,0,1,1,5,7,2,1,3,4,7,0,3,3,4,2,0,2,1,0,0,0,0,0,10
2016-09,ZACATECAS,32,0,2,0,0,0,0,0,1,1,0,6,0,0,8,4,3,3,0,0,1,12,0,0,0,0,0,0,4
2016-09,EXTRANJERO,33,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1
2016-10,AGUASCALIENTES,1,0,0,0,0,0,4,0,2,0,0,0,2,1,4,3,3,3,0,1,0,13,0,2,0,0,0,2,6
2016-10,BAJA CALIFORNIA,2,0,5,0,22,0,7,5,3,2,0,4,0,6,57,0,8,18,7,0,0,80,0,8,1,0,2,3,5
2016-10,BAJA CALIFORNIA SUR,3,0,3,0,2,0,6,0,3,4,0,0,0,3,7,0,1,2,2,0,0,9,0,2,0,0,0,1,3
2016-10,CAMPECHE,4,0,0,0,0,0,0,0,1,5,0,1,0,0,3,0,2,0,1,2,1,2,0,0,0,0,0,0,5
2016-10,COAHUILA,5,0,1,0,4,0,6,1,7,0,0,4,0,0,20,0,14,5,0,3,1,8,3,0,0,0,1,0,25
2016-10,COLIMA,6,0,0,3,0,0,3,0,3,7,1,0,0,1,12,3,4,7,3,0,0,11,0,0,2,0,0,1,16
2016-10,CHIAPAS,7,8,0,0,0,0,0,1,12,6,0,6,10,5,6,0,37,3,1,39,0,14,19,1,1,0,1,1,19
2016-10,CHIHUAHUA,8,2,1,1,4,0,19,7,5,1,1,0,0,3,25,0,32,27,1,7,0,54,0,6,1,0,3,10,13
2016-10,DISTRITO FEDERAL,9,5,6,0,0,0,6,16,79,2,1,192,8,102,234,0,125,27,94,0,2,67,0,2,1,0,6,306,49
2016-10,DURANGO,10,2,3,0,0,0,0,2,25,5,2,5,0,5,19,0,20,14,0,2,0,11,1,0,0,0,0,1,6
2016-10,GUANAJUATO,11,2,0,0,1,0,8,0,2,1,0,1,3,3,168,0,18,2,7,25,0,83,1,0,0,0,2,1,7
2016-10,GUERRERO,12,4,0,0,0,0,3,24,8,7,0,2,0,5,10,0,9,7,0,8,0,36,0,2,0,0,5,0,6
2016-10,HIDALGO,13,0,0,0,0,0,1,2,1,1,0,6,4,5,87,0,6,1,0,5,0,18,2,0,0,0,0,2,7
2016-10,JALISCO,14,5,0,0,2,0,10,26,3,0,0,3,4,11,69,0,33,13,17,1,0,51,0,0,17,0,3,4,10
2016-10,MÉXICO,15,8,0,0,0,0,0,0,32,4,0,10,11,11,181,1,35,13,29,28,2,77,8,11,0,0,5,11,50
2016-10,MICHOACÁN,16,9,0,0,2,0,18,11,30,8,0,0,1,6,54,2,22,3,9,17,0,74,0,5,1,0,0,7,14
2016-10,MORELOS,17,0,0,0,0,0,2,0,9,0,1,2,1,2,25,0,4,5,0,24,0,14,0,0,0,0,0,0,12
2016-10,NAYARIT,18,0,0,2,0,0,1,0,12,2,0,1,0,2,3,0,7,2,0,1,0,1,0,0,2,0,0,0,4
2016-10,NUEVO LEÓN,19,0,3,0,0,0,4,2,15,1,0,3,2,13,52,1,19,11,13,2,0,38,10,4,0,0,2,6,43
2016-10,OAXACA,20,0,1,0,0,0,1,0,5,4,0,4,0,1,18,0,21,1,0,29,1,38,3,0,1,0,0,2,7
2016-10,PUEBLA,21,4,1,0,1,0,3,0,2,1,0,48,2,6,107,0,21,12,3,8,1,36,1,3,3,0,1,0,10
2016-10,QUERÉTARO,22,0,0,0,6,0,0,1,5,4,0,3,4,5,41,1,10,3,2,0,0,23,0,3,0,0,0,46,8
2016-10,QUINTANA ROO,23,0,2,0,0,0,7,2,3,13,1,45,0,2,17,1,8,9,3,0,0,9,1,6,0,0,0,0,11
2016-10,SAN LUIS POTOSÍ,24,0,0,0,0,0,4,0,0,13,0,0,2,2,53,0,30,18,0,2,0,20,1,0,0,0,0,1,2
2016-10,SINALOA,25,13,0,0,0,0,2,3,22,2,2,1,2,12,44,2,8,8,1,1,0,44,0,0,0,0,2,0,11
2016-10,SONORA,26,9,13,0,0,0,22,3,15,0,0,3,0,4,29,2,20,31,3,1,0,44,2,5,1,0,2,0,17
2016-10,TABASCO,27,0,0,0,0,0,0,0,5,3,1,1,0,7,40,0,29,3,1,18,0,18,11,3,0,0,0,0,9
2016-10,TAMAULIPAS,28,0,0,0,0,0,19,0,10,0,0,4,4,2,59,0,33,11,2,3,6,64,8,0,0,0,2,1,6
2016-10,TLAXCALA,29,0,0,0,0,0,0,0,4,5,0,3,1,0,22,5,7,5,0,2,0,5,0,0,0,0,0,0,4
2016-10,VERACRUZ,30,0,0,0,0,0,0,0,32,1,0,44,0,8,135,1,40,13,0,28,0,21,5,1,0,0,4,0,11
2016-10,YUCATÁN,31,0,2,0,1,0,0,1,4,6,4,0,1,5,19,1,1,4,2,0,0,3,1,0,0,0,0,0,17
2016-10,ZACATECAS,32,1,1,0,0,0,3,0,1,1,0,2,0,2,23,1,7,6,0,1,0,19,0,0,0,0,0,0,4
2016-10,EXTRANJERO,33,0,1,1,0,0,0,0,0,0,4,0,0,1,2,0,11,0,0,0,0,0,0,0,0,0,1,0,1
2016-11,AGUASCALIENTES,1,0,4,0,0,0,8,0,1,4,0,3,6,0,3,5,1,5,2,1,0,12,0,0,0,0,0,2,11
2016-11,BAJA CALIFORNIA,2,0,13,1,11,0,13,3,2,3,0,4,1,11,67,2,22,11,3,0,0,60,1,1,0,0,1,0,20
2016-11,BAJA CALIFORNIA SUR,3,0,1,0,2,0,0,0,19,4,0,2,0,0,9,0,2,3,2,0,0,14,0,1,0,0,0,0,4
2016-11,CAMPECHE,4,0,0,0,1,0,0,0,4,6,0,3,0,4,4,0,1,1,0,5,0,6,0,0,0,0,1,0,4
2016-11,COAHUILA,5,0,2,1,1,0,1,5,13,10,0,4,0,4,19,0,5,7,0,1,0,10,4,0,0,0,0,1,14
2016-11,COLIMA,6,0,0,0,0,0,5,4,2,10,1,0,0,3,9,0,3,5,5,1,0,13,0,0,1,0,1,0,2
2016-11,CHIAPAS,7,10,0,0,0,0,0,1,13,4,0,5,11,9,10,0,38,4,1,137,0,16,10,3,1,0,0,0,16
2016-11,CHIHUAHUA,8,0,1,1,2,0,20,1,8,8,0,35,2,4,23,0,25,26,2,0,0,54,0,4,2,0,3,19,8
2016-11,DISTRITO FEDERAL,9,2,0,0,0,0,3,2,47,5,0,92,4,94,350,1,214,11,149,2,0,36,0,4,1,0,5,304,96
2016-11,DURANGO,10,6,8,0,0,0,3,1,6,0,0,2,0,4,8,0,24,0,0,1,0,23,2,0,0,0,0,0,5
2016-11,GUANAJUATO,11,2,1,0,2,0,11,2,0,0,0,3,2,6,174,1,39,5,4,4,2,82,1,2,0,0,0,1,28
2016-11,GUERRERO,12,5,0,0,0,0,2,38,9,12,1,1,0,4,15,0,8,2,0,1,0,25,0,1,0,0,4,0,14
2016-11,HIDALGO,13,0,1,0,0,0,1,1,1,6,0,14,2,2,67,0,4,3,3,5,1,23,2,0,2,0,0,2,2
2016-11,JALISCO,14,11,0,1,0,0,14,18,6,4,0,7,0,10,67,0,27,8,52,2,3,46,0,0,1,0,1,2,11
2016-11,MÉXICO,15,4,0,0,0,0,5,44,36,8,1,7,2,10,169,1,35,19,25,9,0,84,13,12,2,0,3,16,30
2016-11,MICHOACÁN,16,13,0,0,0,0,15,5,49,10,0,4,1,5,61,0,12,5,2,19,0,71,0,2,0,0,1,1,6
2016-11,MORELOS,17,0,0,0,0,0,1,1,8,0,2,2,0,4,15,0,4,3,0,11,0,16,0,1,0,0,0,0,8
2016-11,NAYARIT,18,1,1,0,0,0,0,0,7,2,0,0,2,1,1,0,3,1,0,2,0,2,0,0,0,0,0,0,3
2016-11,NUEVO LEÓN,19,9,0,0,0,0,4,0,18,8,1,1,0,6,58,1,9,5,16,2,0,51,22,2,0,0,2,3,34
2016-11,OAXACA,20,0,0,0,0,0,1,1,2,0,0,2,0,0,20,0,16,1,0,44,0,18,5,0,0,0,0,0,13
2016-11,PUEBLA,21,0,0,0,0,0,1,0,5,0,0,28,0,5,140,0,22,12,1,12,0,34,0,3,1,0,1,2,4
2016-11,QUERÉTARO,22,0,3,0,0,0,3,1,3,5,0,2,2,4,54,2,8,2,1,2,0,18,0,4,0,0,0,44,8
2016-11,QUINTANA ROO,23,2,3,0,0,0,12,2,7,8,0,42,0,4,44,1,7,10,0,0,1,10,1,3,0,0,0,1,12
2016-11,SAN LUIS POTOSÍ,24,0,2,0,0,0,0,0,23,3,0,0,1,14,25,0,9,10,0,8,0,16,0,0,12,0,0,1,2
2016-11,SINALOA,25,7,1,0,0,0,19,1,24,2,4,1,0,7,29,0,8,6,1,3,0,56,0,0,0,0,0,3,16
2016-11,SONORA,26,3,12,0,0,3,22,7,37,0,0,10,2,8,29,1,16,36,11,0,2,44,0,7,4,0,0,0,14
2016-11,TABASCO,27,0,1,0,0,0,0,0,5,14,0,0,0,2,37,1,26,10,0,4,0,14,2,1,0,0,1,0,15
2016-11,TAMAULIPAS,28,0,0,0,0,0,12,0,40,1,0,0,0,3,76,1,19,8,0,2,3,76,5,0,0,0,3,0,14
2016-11,TLAXCALA,29,0,0,0,0,0,0,1,3,0,0,19,1,2,25,0,3,0,0,0,0,5,1,0,1,0,1,0,3
2016-11,VERACRUZ,30,1,1,0,0,0,0,0,73,1,1,78,0,20,75,1,39,23,2,28,0,15,2,2,1,0,2,1,29
2016-11,YUCATÁN,31,0,2,0,1,1,0,0,4,2,0,6,0,2,10,0,2,0,0,2,0,3,0,2,0,0,0,0,2
2016-11,ZACATECAS,32,0,1,0,0,0,3,1,4,3,0,2,1,3,12,0,11,3,0,3,0,13,0,0,0,0,0,0,3
2016-11,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2
2016-12,AGUASCALIENTES,1,0,2,0,2,0,1,0,6,1,0,0,2,2,34,0,4,7,0,0,0,5,0,0,0,0,0,17,13
2016-12,BAJA CALIFORNIA,2,0,6,0,11,0,7,1,1,4,1,7,0,10,43,2,7,16,1,0,0,68,0,3,0,0,0,3,14
2016-12,BAJA CALIFORNIA SUR,3,0,1,0,0,0,2,0,1,0,0,0,0,1,2,0,16,7,0,0,0,13,0,1,0,0,0,0,7
2016-12,CAMPECHE,4,0,1,0,0,0,0,0,6,18,0,0,1,2,39,0,2,1,1,9,0,9,3,0,0,0,0,0,11
2016-12,COAHUILA,5,0,2,0,3,0,9,6,7,2,0,1,1,28,35,0,5,8,0,2,0,16,4,0,0,0,1,2,18
2016-12,COLIMA,6,0,1,0,0,0,1,2,3,2,1,0,0,2,10,5,3,4,3,1,0,12,0,1,0,0,0,0,3
2016-12,CHIAPAS,7,3,0,0,0,0,0,0,19,6,1,4,11,7,13,1,30,2,3,14,0,21,9,2,1,0,0,0,13
2016-12,CHIHUAHUA,8,2,1,0,2,0,30,0,3,2,1,15,0,10,19,0,13,15,3,1,0,72,4,2,1,0,2,4,12
2016-12,DISTRITO FEDERAL,9,2,9,0,0,0,4,4,32,2,1,29,6,200,510,0,287,14,159,3,0,65,0,4,4,0,2,578,98
2016-12,DURANGO,10,1,0,0,0,0,10,1,3,3,0,4,1,5,5,1,6,8,0,2,0,17,0,0,0,0,0,1,9
2016-12,GUANAJUATO,11,2,0,1,2,0,16,0,14,0,0,5,3,3,182,2,8,3,7,11,0,97,2,2,0,0,0,3,14
2016-12,GUERRERO,12,7,0,0,0,0,2,55,5,4,4,0,0,4,9,0,11,5,0,7,0,38,1,0,0,0,1,0,15
2016-12,HIDALGO,13,0,0,0,0,0,0,0,4,1,1,2,2,10,92,0,5,1,0,5,0,21,1,0,0,0,0,1,5
2016-12,JALISCO,14,5,2,0,2,0,11,11,6,2,1,2,0,10,66,0,26,14,28,5,0,53,0,3,1,0,0,5,6
2016-12,MÉXICO,15,23,0,0,0,0,5,1,20,5,0,8,5,11,138,1,28,7,17,14,0,73,5,6,0,0,1,17,30
2016-12,MICHOACÁN,16,5,1,0,0,0,9,3,39,8,0,1,0,5,57,1,7,7,2,7,0,93,0,4,0,1,2,0,7
2016-12,MORELOS,17,0,1,0,0,0,4,0,8,2,0,1,0,8,16,1,4,2,0,7,0,30,0,0,0,0,0,0,13
2016-12,NAYARIT,18,0,0,0,0,0,0,0,2,1,0,2,0,0,3,0,0,4,0,1,0,1,0,0,0,0,0,1,7
2016-12,NUEVO LEÓN,19,7,0,0,0,0,8,0,25,4,2,0,0,15,55,1,21,21,8,4,0,39,6,1,0,0,0,12,49
2016-12,OAXACA,20,2,0,0,0,0,1,4,15,2,1,5,0,2,31,0,22,14,0,35,0,35,8,0,0,0,0,0,10
2016-12,PUEBLA,21,0,0,0,0,0,1,0,2,1,0,4,2,7,147,1,30,11,1,8,1,24,2,5,3,0,0,0,13
2016-12,QUERÉTARO,22,1,1,0,0,0,9,1,2,3,0,0,0,0,46,0,10,4,1,0,1,26,1,0,0,0,0,47,11
2016-12,QUINTANA ROO,23,2,2,0,0,0,3,5,6,7,0,35,1,5,20,0,5,11,0,0,0,11,0,2,0,0,0,0,10
2016-12,SAN LUIS POTOSÍ,24,0,0,0,0,0,0,0,28,0,2,0,0,11,24,0,9,7,0,3,0,14,0,7,0,0,0,0,3
2016-12,SINALOA,25,6,1,0,0,0,2,2,17,2,5,1,0,3,43,1,4,7,0,2,0,34,0,3,0,0,1,2,6
2016-12,SONORA,26,6,11,0,0,1,25,2,13,1,0,4,0,5,37,1,11,37,6,1,0,42,2,9,0,0,0,2,26
2016-12,TABASCO,27,0,0,0,0,0,0,0,2,0,1,2,0,1,49,0,17,7,0,6,0,10,3,5,0,0,0,0,12
2016-12,TAMAULIPAS,28,0,0,0,0,0,15,0,27,3,0,1,0,5,64,2,10,19,0,0,1,39,3,0,0,0,2,0,14
2016-12,TLAXCALA,29,0,0,0,0,0,0,0,8,2,1,3,1,0,23,0,4,1,0,1,0,3,0,0,0,0,1,0,5
2016-12,VERACRUZ,30,1,4,0,0,0,0,0,39,0,0,10,1,4,117,0,26,12,0,24,0,23,3,1,0,0,2,0,14
2016-12,YUCATÁN,31,0,3,0,1,0,0,0,5,10,0,0,0,1,16,0,5,0,2,2,0,9,0,0,0,0,0,0,8
2016-12,ZACATECAS,32,0,0,3,2,0,0,0,5,0,0,7,1,5,5,0,10,2,0,5,0,12,0,0,0,0,0,0,3
2016-12,EXTRANJERO,33,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2017-01,AGUASCALIENTES,1,0,0,0,8,0,7,0,0,0,0,2,4,4,4,0,3,0,0,1,0,19,0,1,0,0,1,3,15
2017-01,BAJA CALIFORNIA,2,0,12,1,8,0,9,0,4,3,0,10,1,4,52,0,17,4,0,13,0,80,1,2,0,1,0,2,14
2017-01,BAJA CALIFORNIA SUR,3,1,1,0,0,0,5,1,6,5,1,0,0,0,13,0,5,4,0,3,0,21,0,0,0,0,0,2,7
2017-01,CAMPECHE,4,0,0,0,0,0,0,0,1,3,0,0,2,0,2,0,2,1,0,0,0,2,0,0,0,0,0,0,5
2017-01,COAHUILA,5,1,7,1,2,0,4,1,6,0,0,5,0,2,17,1,23,5,4,2,0,13,6,0,0,0,0,1,31
2017-01,COLIMA,6,2,0,0,0,0,1,0,3,2,0,0,0,3,1,3,13,1,3,1,0,16,0,0,0,0,0,0,4
2017-01,CHIAPAS,7,13,0,0,0,0,0,1,8,2,0,13,9,5,18,0,31,1,3,35,0,8,6,2,0,0,0,0,24
2017-01,CHIHUAHUA,8,1,5,0,2,0,39,2,8,4,0,8,0,14,32,2,47,34,0,8,0,56,4,4,0,0,0,10,19
2017-01,CIUDAD DE MÉXICO ,9,0,21,0,3,0,7,5,43,1,0,100,4,31,298,1,142,12,40,0,0,59,0,4,0,0,4,502,67
2017-01,DURANGO,10,3,0,0,0,0,0,2,4,4,0,1,1,4,10,1,15,1,2,7,1,12,0,0,0,0,0,0,8
2017-01,GUANAJUATO,11,2,0,0,0,0,11,1,2,2,1,8,3,4,255,0,6,5,3,25,0,64,0,2,2,0,0,2,14
2017-01,GUERRERO,12,6,0,0,0,0,2,33,2,5,0,3,1,0,19,0,23,1,0,0,0,37,0,3,0,0,1,1,19
2017-01,HIDALGO,13,0,0,0,1,0,1,0,2,3,2,15,0,10,115,2,6,0,0,25,2,14,0,0,0,0,0,3,5
2017-01,JALISCO,14,12,0,0,1,0,4,20,8,1,1,2,0,15,56,0,39,6,15,8,0,62,0,6,10,0,1,9,24
2017-01,ESTADO DE MÉXICO ,15,13,1,0,0,0,6,4,19,9,1,46,2,19,161,1,34,7,4,41,0,73,4,11,0,0,2,9,40
2017-01,MICHOACÁN,16,6,3,0,2,0,17,6,24,4,0,2,0,7,56,0,25,4,0,7,0,86,0,5,0,1,3,1,22
2017-01,MORELOS,17,2,0,0,0,0,2,0,7,2,0,3,1,4,33,0,6,6,1,40,0,22,0,0,0,0,1,1,8
2017-01,NAYARIT,18,0,2,0,0,0,0,1,10,2,0,1,0,2,2,0,2,0,0,0,0,3,0,0,0,0,1,0,12
2017-01,NUEVO LEÓN,19,8,0,0,0,0,7,0,13,2,2,3,0,8,36,0,7,7,8,1,0,30,10,0,1,0,0,5,32
2017-01,OAXACA,20,0,0,0,1,0,0,0,2,1,0,70,0,2,28,0,43,2,0,56,0,27,5,1,0,0,0,0,16
2017-01,PUEBLA,21,2,1,0,1,0,1,0,2,2,0,16,1,6,181,0,31,3,1,19,0,16,0,0,2,0,0,1,6
2017-01,QUERÉTARO,22,1,9,0,1,0,16,0,3,0,1,1,1,3,46,4,35,4,1,0,0,30,0,0,0,0,0,62,7
2017-01,QUINTANA ROO,23,0,3,0,0,0,4,4,4,2,1,33,2,4,6,0,4,5,1,4,0,14,0,4,0,0,0,0,8
2017-01,SAN LUIS POTOSÍ,24,5,0,0,0,0,1,1,4,0,0,1,1,5,27,0,8,2,0,2,0,13,1,0,2,0,1,1,8
2017-01,SINALOA,25,9,6,0,0,1,15,9,15,3,2,2,0,1,72,1,11,9,1,4,0,61,0,4,0,0,1,2,5
2017-01,SONORA,26,0,9,0,0,0,33,1,2,0,0,9,0,5,57,19,16,33,5,5,0,34,1,8,0,0,0,4,18
2017-01,TABASCO,27,0,0,0,0,0,0,0,5,1,0,0,0,2,67,1,10,4,2,12,0,11,7,14,0,0,0,1,12
2017-01,TAMAULIPAS,28,0,0,0,0,0,19,0,9,3,3,3,0,1,123,0,15,9,1,2,0,52,7,0,0,0,1,0,51
2017-01,TLAXCALA,29,0,0,0,0,0,0,0,1,0,0,12,0,3,24,0,3,0,0,6,1,5,0,0,0,0,0,0,4
2017-01,VERACRUZ,30,1,0,0,0,0,1,1,20,0,0,39,3,4,157,0,40,9,0,34,0,26,2,5,0,0,2,3,21
2017-01,YUCATÁN,31,0,1,0,1,1,2,0,3,3,2,1,3,3,1,0,0,0,1,2,0,5,1,0,0,0,0,0,3
2017-01,ZACATECAS,32,0,1,0,0,0,1,0,2,0,0,1,0,1,41,0,8,0,0,3,0,12,0,0,0,0,0,1,7
2017-01,EXTRANJERO,33,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-02,AGUASCALIENTES,1,0,2,0,0,0,8,0,0,0,0,0,2,2,8,0,2,3,3,2,0,13,0,0,0,0,0,5,19
2017-02,BAJA CALIFORNIA,2,0,7,0,34,1,5,4,6,1,0,1,6,6,66,1,12,2,1,0,0,72,1,13,0,0,0,0,14
2017-02,BAJA CALIFORNIA SUR,3,0,1,0,0,0,4,0,4,1,1,0,0,0,10,0,3,5,2,2,0,16,0,0,0,0,0,0,4
2017-02,CAMPECHE,4,0,0,0,0,0,2,1,0,3,0,0,3,2,9,0,6,0,4,4,0,6,0,0,0,0,0,0,9
2017-02,COAHUILA,5,0,3,0,2,0,3,8,7,0,1,5,0,4,31,0,16,10,0,3,1,16,6,0,0,0,1,6,23
2017-02,COLIMA,6,0,1,0,0,0,0,0,9,0,1,0,2,1,9,0,2,3,3,1,0,9,0,1,3,0,0,0,7
2017-02,CHIAPAS,7,11,3,0,2,0,0,0,11,5,0,9,6,3,10,0,23,2,0,30,0,19,6,4,0,0,0,0,12
2017-02,CHIHUAHUA,8,17,7,1,10,0,21,6,1,1,0,40,1,4,22,0,41,40,2,1,0,68,2,1,1,0,2,13,41
2017-02,CIUDAD DE MÉXICO ,9,0,0,0,11,0,8,8,48,3,0,27,3,52,244,0,153,16,43,0,1,65,1,7,4,0,3,453,77
2017-02,DURANGO,10,4,0,0,0,0,3,7,3,1,2,2,0,3,16,1,11,3,0,6,1,17,2,1,0,0,0,0,18
2017-02,GUANAJUATO,11,0,0,0,0,1,10,2,0,1,0,1,2,6,312,0,10,13,4,5,1,85,0,0,2,0,0,8,28
2017-02,GUERRERO,12,2,0,0,2,0,5,29,9,2,2,0,2,4,12,1,8,2,0,3,0,45,0,1,0,1,3,0,41
2017-02,HIDALGO,13,0,0,0,0,0,0,0,4,2,3,3,2,3,103,0,3,2,0,7,0,15,0,2,0,0,0,2,7
2017-02,JALISCO,14,8,5,1,2,0,20,24,10,5,1,4,0,12,59,0,32,9,3,1,2,71,0,1,2,0,1,5,30
2017-02,ESTADO DE MÉXICO ,15,0,3,2,9,0,8,2,12,5,0,5,3,7,128,0,32,10,6,44,0,62,7,3,0,0,2,7,42
2017-02,MICHOACÁN,16,0,2,0,0,0,11,7,26,4,0,2,0,7,54,1,14,5,3,5,0,87,0,5,0,0,2,0,36
